ID,"        ""adj.P.Val""",P.Value,logFC,"        ""Gene.symbol"""
8164562,5.86E-02,7.41E-03,0.05004833,C9orf50
8124940,5.86E-02,7.42E-03,-0.24334704,SNORD117
7979281,5.86E-02,7.42E-03,0.14507234,WDHD1
8170906,5.86E-02,7.42E-03,0.15424339,FAM50A
8174509,5.86E-02,7.42E-03,0.11630816,GNG5
8151508,5.88E-02,7.44E-03,-0.13548733,
8168500,5.89E-02,7.45E-03,0.15103303,PGK1
8122176,5.89E-02,7.45E-03,-0.3636412,TCF21
8079869,5.89E-02,7.46E-03,-0.13267602,RBM5
7893537,5.89E-02,7.46E-03,0.15369216,
8147303,5.89E-02,7.46E-03,-0.14497135,
8180360,5.89E-02,7.47E-03,0.14378786,OR8G1
8001776,5.89E-02,7.47E-03,0.08318204,
7946025,5.90E-02,7.48E-03,0.04381187,OR52A1
8004325,5.90E-02,7.48E-03,0.09349471,
8168393,5.90E-02,7.48E-03,0.06978938,PABPC1L2B///PABPC1L2A
8113641,5.90E-02,7.48E-03,-0.42967739,CDO1
7973336,5.90E-02,7.49E-03,0.32890958,MMP14
7955043,5.90E-02,7.49E-03,-0.1209102,
8047086,5.90E-02,7.49E-03,-0.15303956,NAB1
7947099,5.90E-02,7.50E-03,0.04066513,CSRP3
7926805,5.90E-02,7.50E-03,0.14327618,
8022674,5.92E-02,7.52E-03,-0.14272188,CDH2
8038416,5.92E-02,7.52E-03,-0.12557117,IRF3
7894961,5.92E-02,7.52E-03,-0.22853392,
7894220,5.92E-02,7.52E-03,-0.27103145,
8141180,5.92E-02,7.53E-03,0.10492731,TECPR1
7958200,5.92E-02,7.53E-03,0.33153486,EID3
8080804,5.92E-02,7.53E-03,0.0957261,KCTD6
8115783,5.92E-02,7.53E-03,0.22196843,STK10
8180308,5.92E-02,7.54E-03,0.21321478,HMGA1
8133036,5.93E-02,7.55E-03,0.03651153,
8180363,5.93E-02,7.55E-03,-0.15531989,MPRIP
8156358,5.93E-02,7.55E-03,0.33413919,
7938629,5.93E-02,7.56E-03,-0.19079957,PDE3B
8093145,5.93E-02,7.56E-03,0.12646123,CEP19
8031750,5.93E-02,7.57E-03,-0.09906996,ZNF419
8084605,5.93E-02,7.57E-03,-0.10915918,
7895155,5.94E-02,7.57E-03,0.31417031,
8074780,5.94E-02,7.58E-03,-0.2976571,YPEL1
7991399,5.94E-02,7.58E-03,0.08745792,
8035793,5.94E-02,7.59E-03,-0.29385693,ZNF737///ZNF737
7903889,5.94E-02,7.59E-03,0.05752667,
8143385,5.95E-02,7.59E-03,0.0845128,
7942300,5.95E-02,7.60E-03,0.16382271,IL18BP
7904463,5.96E-02,7.61E-03,-0.11214199,
7956937,5.96E-02,7.61E-03,-0.13305145,RAP1B
7956878,5.96E-02,7.62E-03,0.37514413,IRAK3
8135218,5.96E-02,7.62E-03,-0.31369281,LRRC17
8138977,5.96E-02,7.62E-03,-0.2115571,DPY19L1
8023926,5.97E-02,7.63E-03,-0.06860461,PARD6G
8040249,5.97E-02,7.64E-03,0.12514093,ATP6V1C2
7960933,5.97E-02,7.64E-03,0.17239872,M6PR
8062251,5.97E-02,7.65E-03,-0.11705446,EPB41L1
7973101,5.97E-02,7.65E-03,0.34497402,RNASE6
7952517,5.97E-02,7.65E-03,0.05623245,PATE2
8089299,5.97E-02,7.65E-03,-0.12749622,CD47
8103524,5.97E-02,7.65E-03,0.10074515,TMEM192
8101158,5.97E-02,7.65E-03,-0.10228048,SCARB2
8010071,5.97E-02,7.66E-03,0.06351597,AANAT
7892554,5.97E-02,7.66E-03,0.18083808,
7947425,5.98E-02,7.67E-03,0.1520598,CD59
8126556,5.98E-02,7.67E-03,0.07005048,DLK2
8019031,5.99E-02,7.68E-03,0.1696375,TBC1D16
7980146,5.99E-02,7.69E-03,-0.15296118,NPC2
8017104,5.99E-02,7.69E-03,0.0561312,
8137680,5.99E-02,7.70E-03,0.11984692,ADAP1
7932614,6.00E-02,7.70E-03,0.05828239,
7893826,6.00E-02,7.70E-03,-0.25162438,
7945666,6.00E-02,7.71E-03,0.27731792,CTSD
8000409,6.00E-02,7.71E-03,-0.15039253,HMGN2
7906154,6.00E-02,7.71E-03,0.04215556,TSACC
8171392,6.00E-02,7.72E-03,-0.16423738,ASB9
8146278,6.00E-02,7.72E-03,0.13201667,POMK
8144812,6.00E-02,7.72E-03,-0.12155337,PCM1
8054414,6.01E-02,7.73E-03,-0.12439038,RGPD2///RGPD6///RGPD8///RGPD3///RGPD1///RGPD4///RGPD5///RANBP2
8172022,6.01E-02,7.73E-03,-0.23384121,TMEM47
8110668,6.01E-02,7.73E-03,0.21830823,
7917976,6.01E-02,7.74E-03,0.13694011,SASS6
8041015,6.02E-02,7.75E-03,0.14358276,SLC4A1AP
8005245,6.02E-02,7.75E-03,-0.16137225,
8159127,6.02E-02,7.75E-03,0.12789174,RXRA
7905507,6.04E-02,7.78E-03,0.09310065,LCE2A
8072825,6.04E-02,7.79E-03,0.12547557,GGA1
8105661,6.04E-02,7.79E-03,0.09843712,TRAPPC13
7997489,6.05E-02,7.80E-03,-0.11851382,PLCG2
8002937,6.06E-02,7.81E-03,0.09618259,
8089970,6.06E-02,7.82E-03,0.09357556,ILDR1
8163616,6.06E-02,7.82E-03,0.12001099,
7940044,6.06E-02,7.82E-03,0.05946429,MIR130A
8053735,6.06E-02,7.83E-03,-0.43505648,IGKC
7894383,6.06E-02,7.83E-03,-0.26749146,
7905746,6.07E-02,7.84E-03,0.08154028,AQP10
8175492,6.07E-02,7.84E-03,-0.19582113,ATP11C
8045587,6.07E-02,7.84E-03,-0.20706755,ACVR2A
8123712,6.08E-02,7.87E-03,0.10023292,
8112855,6.09E-02,7.87E-03,-0.17197095,
8115730,6.09E-02,7.87E-03,-0.06569855,MIR218-2
8053901,6.09E-02,7.87E-03,0.14828216,TMEM127
7895232,6.09E-02,7.88E-03,-0.33264352,
7896227,6.09E-02,7.88E-03,-0.1229547,
7893233,6.09E-02,7.88E-03,0.1893958,
8067351,6.10E-02,7.90E-03,0.10357753,PPP1R3D
7896761,6.12E-02,7.93E-03,-0.06678998,SAMD11
8007250,6.12E-02,7.93E-03,0.105649,NAGLU
7912056,6.12E-02,7.93E-03,-0.065767,PLEKHG5
7893738,6.12E-02,7.94E-03,0.22106347,
8020343,6.13E-02,7.95E-03,-0.11952696,ANKRD20A5P
7892951,6.13E-02,7.95E-03,-0.18482989,
7979698,6.13E-02,7.95E-03,0.19695866,ATP6V1D
7977249,6.13E-02,7.95E-03,0.11949388,INF2
7896228,6.13E-02,7.96E-03,-0.20025337,
8006187,6.13E-02,7.96E-03,0.13321478,ATAD5
8127156,6.13E-02,7.96E-03,0.05242343,
8091588,6.13E-02,7.96E-03,0.06804246,GPR149
8097973,6.14E-02,7.97E-03,0.24000636,GUCY1B3
7896665,6.14E-02,7.97E-03,-0.40873881,
8023450,6.15E-02,8.00E-03,-0.10052929,TXNL1
8138776,6.15E-02,8.00E-03,-0.15236385,HIBADH
8143127,6.16E-02,8.00E-03,-0.30231542,FAM180A
7896694,6.16E-02,8.01E-03,0.32416012,
7944152,6.16E-02,8.01E-03,0.32416012,IL10RA
8062023,6.16E-02,8.01E-03,-0.15051047,MAP1LC3A
7892966,6.16E-02,8.02E-03,0.17585812,
8061966,6.17E-02,8.03E-03,-0.11586716,RALY
8132070,6.17E-02,8.03E-03,0.24653681,GARS
8151756,6.17E-02,8.04E-03,0.19706153,TMEM55A
8167942,6.18E-02,8.04E-03,-0.13949841,ZXDB
7960177,6.18E-02,8.05E-03,0.12054325,SLC6A12
7893189,6.18E-02,8.05E-03,-0.0683543,
7894216,6.18E-02,8.06E-03,0.38578367,
7995338,6.19E-02,8.07E-03,0.08540993,
7896434,6.19E-02,8.08E-03,0.14590999,
8027416,6.19E-02,8.08E-03,-0.09724075,URI1
8035842,6.19E-02,8.08E-03,-0.18177888,ZNF91
7996455,6.19E-02,8.08E-03,0.16830282,E2F4
8081951,6.19E-02,8.08E-03,0.15247715,
8169928,6.19E-02,8.08E-03,0.08952559,FAM45BP
8020919,6.21E-02,8.11E-03,0.12570996,C18orf21
7903049,6.21E-02,8.11E-03,0.10791636,CCDC18
8003060,6.21E-02,8.11E-03,0.08809077,SDR42E1
8132592,6.21E-02,8.12E-03,0.18273884,OGDH
8165735,6.22E-02,8.13E-03,0.19720056,CSF2RA
8176306,6.22E-02,8.13E-03,0.19720056,CSF2RA
7940737,6.23E-02,8.15E-03,-0.16745176,SLC22A10
7967473,6.23E-02,8.15E-03,0.10949218,EIF2B1
7899153,6.24E-02,8.16E-03,0.12141066,SH3BGRL3
8144036,6.24E-02,8.17E-03,0.0924828,XRCC2
8105300,6.24E-02,8.17E-03,-0.67786474,
8090509,6.25E-02,8.17E-03,0.17619067,RAB7A
8060705,6.25E-02,8.18E-03,0.12605318,MAVS
7967240,6.25E-02,8.19E-03,0.16222425,VPS33A
7895934,6.25E-02,8.19E-03,-0.26192685,
8085481,6.25E-02,8.19E-03,0.10092102,CHCHD4
8030007,6.25E-02,8.19E-03,0.26847448,EMP3
8137826,6.26E-02,8.20E-03,0.14328215,MRM2
8150186,6.26E-02,8.20E-03,-0.41955046,RNF122
8121803,6.26E-02,8.20E-03,0.03907387,CLVS2
8045148,6.26E-02,8.21E-03,0.13924095,LOC101928697///MZT2A
8055284,6.26E-02,8.21E-03,0.13924095,LOC101928697///MZT2A
8039075,6.26E-02,8.21E-03,0.10734285,VN1R4
7976858,6.26E-02,8.21E-03,0.1188381,DIO3
7979400,6.26E-02,8.22E-03,-0.08812729,C14orf37
7896377,6.26E-02,8.22E-03,0.15414488,
8159732,6.26E-02,8.23E-03,-0.18273984,EHMT1-IT1
8008870,6.27E-02,8.23E-03,0.12197083,VMP1
8122773,6.27E-02,8.24E-03,-0.37620653,MTHFD1L
8029006,6.27E-02,8.25E-03,-0.22508041,AXL
8050658,6.27E-02,8.25E-03,-0.12490387,ATAD2B
7937612,6.27E-02,8.25E-03,0.53271339,MUC5B
8052845,6.27E-02,8.25E-03,-0.19960681,TIA1
8142763,6.28E-02,8.26E-03,0.14871629,
7985023,6.28E-02,8.26E-03,-0.16009476,
8092183,6.28E-02,8.26E-03,0.06986533,
7963210,6.28E-02,8.27E-03,0.06645987,
8136200,6.28E-02,8.27E-03,0.09010046,CPA4
8132531,6.28E-02,8.27E-03,0.13956307,SPDYE16///SPDYE2B///SPDYE6///SPDYE8P///SPDYE2///SPDYE3///SPDYE7P///SPDYE1
8098261,6.29E-02,8.28E-03,0.06996493,
7978222,6.30E-02,8.30E-03,0.0627908,TGM1
8079305,6.30E-02,8.30E-03,-0.47674609,CLEC3B
7893999,6.30E-02,8.31E-03,0.0999205,
7923164,6.30E-02,8.31E-03,0.06353972,ATP6V1G3
8043465,6.30E-02,8.31E-03,-0.55301446,IGKC
8161255,6.31E-02,8.33E-03,-0.18225374,SHB
7942453,6.31E-02,8.33E-03,0.17403753,PLEKHB1
7946078,6.31E-02,8.33E-03,-0.04579627,UBQLN3
8026971,6.31E-02,8.33E-03,0.31367313,IFI30
7914525,6.31E-02,8.33E-03,-0.10943187,MARCKSL1
8145005,6.31E-02,8.33E-03,-0.09181382,DMTN
7895390,6.31E-02,8.34E-03,-0.13532082,
7911199,6.31E-02,8.34E-03,-0.10818451,GCSAML
8176681,6.31E-02,8.34E-03,0.05082403,HSFY2///HSFY1
8177201,6.31E-02,8.34E-03,0.05082403,HSFY2///HSFY1
8113356,6.32E-02,8.36E-03,0.26939152,
8082788,6.32E-02,8.36E-03,0.10478136,CDV3
7904974,6.32E-02,8.36E-03,0.22681579,PFN1P2
8150537,6.32E-02,8.36E-03,-0.19288206,SLC20A2
7980983,6.33E-02,8.38E-03,-0.13640649,MOAP1
7895301,6.33E-02,8.38E-03,-0.41004849,
8066212,6.35E-02,8.40E-03,0.05007338,
8133854,6.35E-02,8.41E-03,0.20157926,
8058486,6.35E-02,8.41E-03,-0.11616677,METTL21A
8123728,6.35E-02,8.41E-03,-0.13581272,LYRM4
8121312,6.35E-02,8.42E-03,0.13473141,C6orf203
8118509,6.35E-02,8.42E-03,-0.178771,PPT2-EGFL8///EGFL8///PPT2
7963235,6.36E-02,8.43E-03,-0.16604151,CSRNP2
8133106,6.38E-02,8.46E-03,-0.26961897,SNORA22
7896565,6.39E-02,8.47E-03,-0.20270298,
8066256,6.40E-02,8.48E-03,0.25125712,SNHG17///SNORA71B
8063893,6.40E-02,8.50E-03,0.15675594,ADRM1
7892773,6.41E-02,8.50E-03,-0.26642167,
7912515,6.41E-02,8.52E-03,0.06314453,NPPA
7933501,6.41E-02,8.52E-03,0.04758019,DRGX
8052994,6.41E-02,8.52E-03,-0.0928499,RAB11FIP5
8131013,6.41E-02,8.52E-03,-0.1494336,SUN1
8074170,6.42E-02,8.52E-03,0.05153128,POTEB3///LOC102723502///POTEB///LOC100288966///POTEB2///POTEF///POTEJ///POTEM///POTEE///POTEKP///POTEG///POTEC///POTED///POTEH
8014794,6.42E-02,8.53E-03,0.13865631,CACNB1
7956670,6.42E-02,8.54E-03,0.17119039,USP15
7916443,6.42E-02,8.54E-03,-0.09187671,USP24
7983239,6.43E-02,8.55E-03,0.20730078,CKMT1A///CKMT1B///CKMT1A///CKMT1B
7983256,6.43E-02,8.55E-03,0.20730078,CKMT1A///CKMT1B///CKMT1A///CKMT1B
8075924,6.43E-02,8.55E-03,0.2715347,MFNG
8061445,6.43E-02,8.56E-03,0.12472053,
8153067,6.43E-02,8.56E-03,0.06498961,MIR30D
8066612,6.43E-02,8.56E-03,0.09396493,NEURL2
7893765,6.43E-02,8.57E-03,0.20588199,
7900426,6.43E-02,8.57E-03,0.38587542,SMAP2
7894821,6.44E-02,8.57E-03,0.27403585,
7917347,6.44E-02,8.58E-03,-0.13996176,DDAH1
7944382,6.44E-02,8.58E-03,0.16849253,VPS11
8008629,6.44E-02,8.59E-03,-0.27314421,DGKE
7915500,6.45E-02,8.60E-03,0.21421646,C1orf210
7894041,6.45E-02,8.60E-03,0.18843765,
7943297,6.45E-02,8.61E-03,-0.18896232,CEP57
8000117,6.45E-02,8.61E-03,0.14966803,CRYM
8035304,6.45E-02,8.61E-03,-0.30183643,BST2
8180345,6.45E-02,8.61E-03,0.10797098,
8158057,6.45E-02,8.61E-03,0.08477415,
8088891,6.45E-02,8.62E-03,0.0823631,
8035445,6.45E-02,8.62E-03,-0.35691709,JUND
8178289,6.45E-02,8.62E-03,0.05049914,OR12D3
7911281,6.46E-02,8.63E-03,0.06523571,OR2T35///OR2T2
8056151,6.46E-02,8.63E-03,-0.26209597,PLA2R1
8058295,6.48E-02,8.66E-03,-0.11029469,ALS2
8096489,6.48E-02,8.66E-03,-0.18000129,PDLIM5
8117165,6.48E-02,8.66E-03,-0.2010831,SOX4
8011324,6.48E-02,8.66E-03,0.0524969,OR1G1
7943424,6.48E-02,8.68E-03,-0.12642311,BIRC2
8139250,6.50E-02,8.70E-03,0.15225311,URGCP-MRPS24///MRPS24
8074063,6.51E-02,8.71E-03,0.0537796,ADM2
8021594,6.51E-02,8.72E-03,0.0496507,SERPINB12
8097780,6.51E-02,8.73E-03,0.06493503,
7894994,6.51E-02,8.73E-03,0.12123979,
7917996,6.52E-02,8.73E-03,0.09432272,LRRC39
8143461,6.52E-02,8.74E-03,0.13511771,
7907058,6.52E-02,8.74E-03,0.12800683,POU2F1
8123181,6.52E-02,8.74E-03,0.16251942,IGF2R
8178833,6.52E-02,8.75E-03,-0.32078558,HLA-DOB
7949956,6.52E-02,8.75E-03,0.04073489,TESMIN
8094876,6.53E-02,8.76E-03,0.18646182,GUF1///GUF1
8130191,6.54E-02,8.78E-03,0.12389392,RMND1
8164293,6.55E-02,8.79E-03,-0.21996645,AK1
8050427,6.55E-02,8.79E-03,-0.19651878,FAM49A
7894888,6.55E-02,8.80E-03,0.34454235,
8084496,6.55E-02,8.80E-03,-0.06981079,CHRD
8002533,6.56E-02,8.81E-03,0.11594009,ZNF23
7953835,6.56E-02,8.81E-03,-0.40956412,KLRG1
7895722,6.56E-02,8.81E-03,-0.16449243,
8138353,6.56E-02,8.82E-03,-0.42578771,MEOX2
7960143,6.56E-02,8.82E-03,-0.15456903,ZNF84
7997152,6.56E-02,8.82E-03,0.07454496,CHST4
7946323,6.56E-02,8.83E-03,-0.41228934,OR5P2
8022872,6.57E-02,8.84E-03,-0.12058731,ZSCAN30
7965652,6.57E-02,8.85E-03,-0.18678755,CDK17
7896362,6.57E-02,8.85E-03,0.21768023,
7992568,6.57E-02,8.85E-03,-0.05952619,E4F1
7982938,6.57E-02,8.86E-03,0.17968825,TYRO3
8104066,6.57E-02,8.86E-03,-0.16405046,SORBS2
8066559,6.58E-02,8.86E-03,0.05087196,WFDC9
7918813,6.58E-02,8.87E-03,0.13568404,NRAS
8157125,6.58E-02,8.88E-03,0.11119735,RAD23B
8178177,6.58E-02,8.88E-03,-0.04301901,CYP21A1P///CYP21A2
8179440,6.58E-02,8.88E-03,-0.04301901,CYP21A1P///CYP21A2
8056821,6.59E-02,8.90E-03,0.10145989,
8142332,6.59E-02,8.90E-03,-0.12699617,IMMP2L
7951654,6.59E-02,8.90E-03,0.06959108,FDXACB1
8062705,6.59E-02,8.90E-03,-0.08299595,L3MBTL1
8045860,6.59E-02,8.90E-03,-0.2018298,PKP4
7951485,6.59E-02,8.91E-03,-0.34055629,SLC35F2
8004201,6.60E-02,8.92E-03,0.08060366,ALOX12P2
7989849,6.61E-02,8.93E-03,-0.15278406,DENND4A
8095626,6.61E-02,8.94E-03,0.06483267,
8031196,6.61E-02,8.94E-03,0.07704183,LAIR2
8077116,6.62E-02,8.95E-03,-0.23631605,ODF3B
7966332,6.62E-02,8.96E-03,0.11909875,VPS29
8139778,6.62E-02,8.96E-03,0.06568978,
8066960,6.62E-02,8.96E-03,0.06991396,
8127180,6.62E-02,8.96E-03,-0.19346436,HMGCLL1
7895493,6.62E-02,8.96E-03,-0.29597091,
7962058,6.62E-02,8.97E-03,0.5033756,TMTC1
7981771,6.62E-02,8.97E-03,0.07882278,
7981893,6.62E-02,8.97E-03,0.07882278,
7894329,6.62E-02,8.97E-03,0.13364198,
8030292,6.63E-02,8.98E-03,-0.04596364,DKKL1
7905444,6.63E-02,8.99E-03,0.11907736,SNX27
7938951,6.63E-02,8.99E-03,-0.16424074,ANO5
7955419,6.64E-02,9.00E-03,-0.15973657,
8168115,6.64E-02,9.00E-03,-0.11496988,
8103728,6.64E-02,9.01E-03,0.28575341,HMGB2
7994737,6.64E-02,9.01E-03,0.1396674,ALDOA
7893431,6.65E-02,9.02E-03,0.15189838,
8002919,6.65E-02,9.02E-03,0.15065371,KARS
8090237,6.65E-02,9.03E-03,-0.10600888,ZNF148
8124166,6.65E-02,9.03E-03,-0.20658258,MBOAT1
8162313,6.65E-02,9.03E-03,0.2844534,IARS
8122986,6.65E-02,9.03E-03,-0.16648669,SNX9
8050278,6.65E-02,9.04E-03,0.2326042,PDIA6
8145281,6.66E-02,9.06E-03,0.30157657,SLC25A37
7899504,6.67E-02,9.07E-03,0.136428,GMEB1
7903972,6.68E-02,9.08E-03,0.09808686,ATP5F1
7908382,6.68E-02,9.09E-03,0.04508598,RGS21
8097148,6.68E-02,9.09E-03,-0.14582054,KIAA1109
8000167,6.68E-02,9.09E-03,-0.10962341,BOLA2-SMG1P6///LOC101060386///SMG1P3///SMG1P1///SMG1P5///BOLA2///SMG1P2///SLC7A5P2///SMG1
8089402,6.68E-02,9.09E-03,0.06120473,GUCA1C
7981919,6.68E-02,9.10E-03,-0.14381653,SNURF///SNRPN
7997504,6.68E-02,9.11E-03,0.40565576,CDH13
8077777,6.68E-02,9.11E-03,0.04589989,
8174201,6.68E-02,9.11E-03,-0.18962769,BEX1
8167560,6.68E-02,9.11E-03,0.19396879,GAGE10///GAGE12D///GAGE8///GAGE12F///GAGE2A///GAGE12H///GAGE12E///GAGE12C///GAGE12J///GAGE12G///GAGE13///GAGE2E///GAGE6///GAGE2C
8116655,6.69E-02,9.11E-03,-0.08379704,PSMG4
7946807,6.69E-02,9.12E-03,0.12325849,RPL36A-HNRNPH2///FSTL5///RPL36A
7960427,6.69E-02,9.12E-03,0.04808595,AKAP3
8047078,6.69E-02,9.12E-03,0.21452328,MFSD6
8125818,6.69E-02,9.13E-03,0.1137738,C6orf1
8159004,6.69E-02,9.13E-03,0.24536837,SNORD24///RPL7A
8171026,6.70E-02,9.14E-03,0.04976664,H2AFB1///H2AFB2///H2AFB3
7965671,6.70E-02,9.15E-03,-0.27107372,
8109651,6.70E-02,9.15E-03,0.04654347,GABRA6
7962183,6.70E-02,9.15E-03,-0.23158936,AK4
8126436,6.70E-02,9.15E-03,-0.09464869,PRPH2
7953040,6.70E-02,9.16E-03,-0.27059138,CACNA1C
8077198,6.70E-02,9.16E-03,-0.14269777,
7957260,6.70E-02,9.16E-03,0.20275331,GLIPR1
8173524,6.71E-02,9.18E-03,0.04771221,CITED1
7936833,6.72E-02,9.19E-03,0.17247657,
7936641,6.72E-02,9.19E-03,0.13472755,SFXN4
7903884,6.72E-02,9.19E-03,0.04789472,PROK1
7894996,6.72E-02,9.20E-03,0.20036398,
8076355,6.72E-02,9.20E-03,-0.28168176,PMM1
7892840,6.72E-02,9.20E-03,-0.3136574,
7916167,6.72E-02,9.21E-03,0.06077214,ORC1
8180400,6.72E-02,9.21E-03,0.11261317,
8137483,6.72E-02,9.21E-03,-0.35359538,FLJ16734
8057439,6.72E-02,9.21E-03,0.09744146,
7952766,6.72E-02,9.22E-03,0.0651964,
7928915,6.72E-02,9.22E-03,0.04945635,NUTM2B///NUTM2D///NUTM2A///NUTM2G///NUTM2F
8002571,6.72E-02,9.22E-03,-0.1649843,PHLPP2
8052916,6.72E-02,9.22E-03,-0.09899238,CD207
7992775,6.72E-02,9.22E-03,0.08931032,PAQR4
8131296,6.73E-02,9.23E-03,0.0547434,RBAK-RBAKDN///RBAKDN
8037152,6.73E-02,9.23E-03,0.14614183,GSK3A
7896746,6.73E-02,9.23E-03,0.23545866,
8171161,6.73E-02,9.23E-03,-0.20840328,ARSE
7896199,6.73E-02,9.24E-03,0.19241413,
8045301,6.74E-02,9.25E-03,-0.12084128,LOC150776///SMPD4
8095163,6.74E-02,9.26E-03,0.13429348,EXOC1
7906128,6.75E-02,9.27E-03,0.22372983,SLC25A44
8000236,6.75E-02,9.28E-03,-0.19209588,CDR2
7927529,6.75E-02,9.28E-03,1.08060178,MSMB
7956593,6.75E-02,9.28E-03,0.14286683,OS9
8108378,6.75E-02,9.28E-03,0.12100438,CTNNA1
8011112,6.75E-02,9.28E-03,0.42032945,
8105577,6.76E-02,9.30E-03,0.09169339,
8004309,6.76E-02,9.30E-03,-0.06007845,SLC2A4
8176663,6.76E-02,9.31E-03,0.08466666,
8177176,6.76E-02,9.31E-03,0.08466666,
8102655,6.76E-02,9.31E-03,-0.13451252,BBS7
8157947,6.77E-02,9.32E-03,0.18518862,ZBTB34
8028254,6.77E-02,9.32E-03,-0.11566469,ZNF793
8113120,6.77E-02,9.33E-03,0.28974821,
8165707,6.77E-02,9.33E-03,0.28974821,
7960362,6.77E-02,9.33E-03,0.20436405,LOC100128816
7993588,6.78E-02,9.35E-03,-0.29937909,TMC7
8065905,6.78E-02,9.35E-03,0.05102974,GDF5
7893363,6.78E-02,9.36E-03,0.19242019,
8110914,6.78E-02,9.36E-03,-0.12533234,
8094556,6.78E-02,9.36E-03,0.22587285,PGM2
8131867,6.78E-02,9.36E-03,-0.2038349,
8148385,6.78E-02,9.36E-03,0.04556509,TG
7902992,6.79E-02,9.37E-03,-0.14771616,RPAP2
7972737,6.79E-02,9.38E-03,0.13429845,LIG4
7958532,6.79E-02,9.38E-03,0.11985901,UBE3B
8139256,6.79E-02,9.39E-03,-0.13963508,URGCP-MRPS24///URGCP
8027719,6.79E-02,9.39E-03,0.06705019,SCN1B
7999387,6.79E-02,9.39E-03,-0.26241185,EMP2
8025278,6.79E-02,9.39E-03,0.17393935,RETN
7893641,6.79E-02,9.39E-03,0.1914687,
8000543,6.80E-02,9.41E-03,0.17496969,CLN3
8115441,6.81E-02,9.42E-03,0.04971933,
7939024,6.81E-02,9.42E-03,-0.20249026,ANO3
7972577,6.81E-02,9.43E-03,0.33739739,LOC100996747///RPS26P11///RPS26///PDPK1
8127079,6.81E-02,9.43E-03,0.07964726,GSTA5
7901852,6.83E-02,9.46E-03,-0.18317173,
7893618,6.83E-02,9.46E-03,0.11118659,
8078984,6.83E-02,9.47E-03,0.09778641,RPL14
7966839,6.83E-02,9.47E-03,0.20527733,VSIG10
8165709,6.84E-02,9.47E-03,0.44351925,
8080001,6.84E-02,9.48E-03,-0.13346372,HEMK1
7970392,6.84E-02,9.48E-03,0.69679216,
8087691,6.84E-02,9.48E-03,-0.45445439,CACNA2D2
8103684,6.84E-02,9.49E-03,0.16430032,HPF1
7975956,6.85E-02,9.51E-03,0.09441212,GSTZ1
8149116,6.85E-02,9.51E-03,1.11413658,DEFA1B///DEFA3///DEFA1
8149126,6.85E-02,9.51E-03,1.11413658,DEFA1B///DEFA3///DEFA1
8149137,6.85E-02,9.51E-03,1.11413658,DEFA1B///DEFA3///DEFA1
7894309,6.87E-02,9.54E-03,-0.19309878,
8057045,6.87E-02,9.55E-03,-0.15121705,FKBP7
8153568,6.87E-02,9.55E-03,0.17696726,PLEC
8044766,6.89E-02,9.57E-03,-0.18222355,INSIG2
7963313,6.89E-02,9.58E-03,0.18853228,GALNT6
8162610,6.89E-02,9.58E-03,-0.11750802,CDC14B
8088264,6.89E-02,9.59E-03,-0.07206577,IL17RD
8098414,6.90E-02,9.59E-03,0.17329388,SPCS3
7937938,6.90E-02,9.59E-03,0.06859513,OR52K2
8167876,6.90E-02,9.60E-03,0.0865739,
7914555,6.90E-02,9.60E-03,0.05838138,
8142169,6.92E-02,9.64E-03,-0.07752433,
7935180,6.93E-02,9.64E-03,-0.24060515,PDLIM1
7939954,6.93E-02,9.64E-03,0.05491738,TRIM51
8123606,6.93E-02,9.65E-03,-0.27122243,SERPINB9P1
8115476,6.94E-02,9.66E-03,0.14323466,MED7
8006227,6.94E-02,9.67E-03,0.04929227,
8175666,6.94E-02,9.67E-03,-0.25206557,GABRE
8047161,6.94E-02,9.68E-03,0.38409187,NABP1
7895696,6.94E-02,9.68E-03,0.1363274,
8171201,6.95E-02,9.69E-03,0.09574421,
7932069,6.95E-02,9.69E-03,0.19746,NUDT5
8164215,6.95E-02,9.69E-03,0.22245463,SNORA65
8045619,6.95E-02,9.70E-03,-0.13501557,EPC2
7895546,6.95E-02,9.70E-03,0.24190316,
8119357,6.95E-02,9.70E-03,0.22130993,DAAM2
7942277,6.95E-02,9.70E-03,0.11438945,
8026520,6.96E-02,9.72E-03,0.12772076,RAB8A
7989335,6.96E-02,9.72E-03,0.09072054,ANXA2
7896038,6.96E-02,9.73E-03,0.21410479,
8168472,6.98E-02,9.76E-03,-0.13440969,ATP7A
8083790,6.98E-02,9.76E-03,-0.08515757,
8114363,6.99E-02,9.77E-03,-0.29651686,
7973377,6.99E-02,9.77E-03,0.13280849,BCL2L2-PABPN1///BCL2L2
7896599,6.99E-02,9.77E-03,0.17228941,
8066260,7.00E-02,9.79E-03,0.21121265,SNORA71C
8101716,7.00E-02,9.79E-03,0.11726664,
7946228,7.01E-02,9.81E-03,0.27248775,TPP1
8156476,7.01E-02,9.81E-03,-0.1383631,PHF2
7987439,7.01E-02,9.82E-03,-0.16130989,GPR176
7916564,7.01E-02,9.82E-03,0.32583956,
8180299,7.01E-02,9.83E-03,-0.1491411,PSIP1
7893248,7.01E-02,9.83E-03,0.35864725,
8144699,7.02E-02,9.84E-03,-0.32611976,
8154233,7.02E-02,9.84E-03,0.47121284,CD274
